comment,tokenized_comment,predicted_label,marks
ประเทศเรามีข้าราชการเยอะ แต่เหมือนไม่มีทำอะไรไม่ได้ ติดขัดระเบียบไปหมด,"['ประเทศ', 'ราชการ', 'เหมือน', 'ทำ', 'ติด']",1,1
ผู้ใหญ่ทั้งหลายค่ะ ได้โปรดเถอะค่ะ🙏🙏🙏 ตัดสินใจทำอะไรสักอย่างเถอะค่ะ,"['ตัดสินใจ', 'ทำ', 'สัก']",1,1
หมอยังจะตายกันเลยค่าอย่าว่าแต่คนไข้#ธรรมชาติลงโทษมนุษย์แล้ว#คนจะรวยจะจนรับผลถ้วนทั่ว,"['หมอ', 'ตาย', 'ค่า', 'อย่า', 'คน', 'ไข้', 'ธรรมชาติ', 'โทษ', 'มนุษย์', 'คน', 'รวย']",6,1
ลองให้รถtaxiที่ไม่รับผู้โดยสารหยุดวิ่งน่าจะช่วยได้เยอะอยู่นะ,"['ลอง', 'รถ', 'หยุด', 'วิ่ง']",2,1
พึ่งตัวเองดีที่สุดค่ะคุณหมอ​ อยากพูดแรงกว่านี้แต่พูดไม่ได้...😢,"['ตัว', 'ดี', 'หมอ']",3,1
คนไข้คุณหมอก็เรียบร้อยรร.ฝุ่นไปแล้วค่ะ พบหมอ 2 ครั้งแล้วค่ะ ถึงแม้จะใส่หน้ากากไปรร.ทุกวันค่ะ สงสารเด็กๆค่ะ,"['คน', 'ไข้', 'หมอ', 'รร', 'ฝุ่น', 'หมอ', 'ใส่', 'หน้า', 'กาก', 'สงสาร', 'เด็ก']",3,1
ไปรร.ลูก​ ครู​ นร.​แทบไม่มีใส่​ เข้าเเถว  ทำกิจกรรม​ด้านนอกปกติ​ ฝุ่นขาวมาก​เมื่อเช้าแถวบางบอน​,"['รรลูก', 'ครู', 'ใส่', 'ทำ', 'กิจกรรม', 'ปกติ', 'ฝุ่น', 'เช้า', 'แถว']",1,1
เห็นด้วยค่ะไม่เห็นมีใครสักคนออกมารับผิดชอบเรื่องฝุ่นพิษนี่เลยไม่ทำงานจริงจังอยู่ไปวันๆ,"['สัก', 'คน', 'รับผิดชอบ', 'เรื่อง', 'ฝุ่น', 'พิษ', 'ทำ', 'งาน']",1,1
ช่วยกันแชร์จะได้เป็นวงกว้าง​ เด็กที่บ้านก็หยุดอยู่บ้านละ,"['แชร์', 'เด็ก', 'บ้าน', 'หยุด', 'บ้าน']",5,1
เมื่อเช้าฟังข่าวรัฐบอกรอให้เกินค่า 90 ติดต่อกัน 3 วันจะพิจารณาให้ข้าราชการงดใช้รถส่วนตัว เพลีย,"['เช้า', 'ฟัง', 'ข่าว', 'รัฐ', 'รอ', 'ค่า', 'ติดต่อ', 'ราชการ', 'งด', 'รถ', 'ตัว']",2,1
ทำใจค่ะ รอเลือกตั้ง แล้วหวังว่าจะได้คนใหม่ที่ทำงานได้ดีกว่านี้,"['รอ', 'เลือกตั้ง', 'หวัง', 'คน', 'ทำ', 'งาน', 'ดี']",1,1
รอรัฐบาลจนรากงอก ปชชต้องจัดการกันเองเลย #ถ้าประเทศไทยไม่มีรัฐบาลบ้านเมืองจะดีกว่านี้,"['รอ', 'รัฐบาล', 'ปชช', 'ประเทศไทย', 'รัฐบาล', 'บ้านเมือง', 'ดี']",0,-1
จริงๆให้ ร.ร ปิดสัก 3วัน รถจะหายไปเยอะฝุ่นจากท่อไอเสืยก็จะลดลง,"['รร', 'สัก', 'รถ', 'หาย', 'ฝุ่น', 'ไอ', 'ลด']",2,1
สอบถามหน่อยคะทะเลบางแสนมีประผลกระทบเกี่ยวกับฝุ่นละอองรึป่าวคะจะพาลูกไปเที่ยวเลยขอข้อมูลหน่อยคะ🙏,"['แสน', 'กระทบ', 'เกี่ยว', 'ฝุ่น', 'ละออง', 'ลูก', 'เที่ยว', 'ข้อมูล']",0,-1
ความเห็นเดียวกัน ว่ารถเมล์นี่แหละ ควันดำมากกก,"['รถ', 'เมล์', 'ควัน', 'ดำ']",2,1
เรื่องใหญ่ขนาดนี้ รัฐบาลยังมัวแต่แก้ปัญหาด้วยวิธีio ผลิตเพจแก้ตัวอยู่เลย,"['เรื่อง', 'ขนาด', 'รัฐบาล', 'มัว', 'แก้', 'ปัญหา', 'วิธี', 'ผลิต']",0,-1
เห็นด้วยอย่างยิ่งค่ะ อธิบดีกรมควบคุมมลพิษยังบอกไม่วิกฤติเลย,"['อธิบดี', 'กรมควบคุมมลพิษ', 'วิกฤติ']",0,-1
ยากมาก ในฐานะซิงเกิ้ลมัมต่อให้ลูกปิดเทอมเราก็ยังต้องทำงาน หน้ากากก็หาซื้อยากมากๆ,"['ฐานะ', 'ลูก', 'เทอม', 'ทำ', 'งาน', 'หน้า', 'กาก', 'หา', 'ซื้อ']",1,1
ต้นไม้ในกรุงเทพพอมีใบหน่อยก็ตัดซะเหี้ยน ลำบากนักก็อย่าปลูกเลย ไม่ต้องเสียค่าดูแลรักษาด้วย,"['ต้น', 'ไม้', 'กรุงเทพ', 'ใบ', 'ตัด', 'เหี้ยน', 'ลำบาก', 'อย่า', 'ปลูก', 'ค่า']",4,1
อันอื่นพอทำได้ แต่มาตรการที่ใช้การบังคับ เช่นการกำหนดทะเบียนรถ เราทำไม่ได้ครับ เราไม่มีเจ้าหน้าที่บังคับใช้กฎหมาย,"['ทำ', 'มาตรการ', 'บังคับ', 'ทะเบียน', 'รถ', 'ทำ', 'บังคับ', 'กฎหมาย']",1,1
ขอบพระคุณนะคะหมอ รู้สึกหมดหวังไปแล้ว แต่ยังมีคุณหมอที่พูดตรงๆชัดเจน ให้รู้สึกต้องสู้ต่อไป ❤,"['หมอ', 'รู้สึก', 'หวัง', 'หมอ', 'ชัดเจน', 'รู้สึก']",3,1
ระหว่างนี้ถ้าใครสามารถผลิตเครื่องกรองอากาศชนิดพกพาราคาย่อมเยาว์ได้น่าจะรวยกระทันหัน,"['ผลิต', 'เครื่อง', 'กรอง', 'อากาศ', 'ชนิด', 'รวย']",0,-1
เห็นว่าจะทำฝนเทียม ทำไปรึยังคะ เผื่อจะพอช่วยได้เฉพาะหน้า,"['ทำ', 'ฝน', 'ทำ', 'หน้า']",1,1
ขอแชร์นะคะคุณหมอ จะได้เป็นกระบอกเสียงแทนคนไทยที่เห็นร่วมกัน,"['แชร์', 'หมอ', 'กระบอกเสียง', 'แทน', 'คน', 'ไทย']",3,1
เห็นด้วยคะคุณหมอ ผู้มีอำนาจไม่ช่วยอะไรเลย,"['หมอ', 'อำนาจ']",3,1
จะถึงหูเค้าไหม. วันนี้ฟังผู้ใหญ่ใน กทม ให้สัมภาษณ์แล้วยังถอนใจ.,"['หู', 'เค้า', 'ไหม', 'ฟัง', 'กทม']",0,-1
ที่รรลูกมีลูกเราใส่หน้าการคนเดียวคิดดูทางรรไม่แจ้งเรื่องใส่หน้ากากเลย,"['รรลูก', 'ลูก', 'ใส่', 'หน้า', 'คน', 'ดู', 'รรไม่', 'แจ้ง', 'เรื่อง', 'ใส่', 'หน้า', 'กาก']",6,1
จริงๆคิดว่าจะได้เห็นภาพรัฐอัดฉีดงบหน้ากากมาแจกซะอีกแต่กลายเป็นว่าเงียบกริบ,"['ภาพ', 'รัฐ', 'ฉีด', 'งบ', 'หน้ากาก', 'แจก', 'กลาย']",0,-1
ทีรร.ลูกยังให้เด็กเข้าแถวหน้าเสาธงตามปกติอยู่เลยค่ะ อดเป็นห่วงเด็กๆไม่ได้เลย,"['ลูก', 'เด็ก', 'แถว', 'หน้า', 'เสา', 'ธง', 'ปกติ', 'เป็นห่วง', 'เด็ก']",5,1
น่าแก้ไข เอาเป็นนโยบาย วาระแห่งชาติเลย,"['นโยบาย', 'ชาติ']",0,-1
คุยกับเสาไฟฟ้า ได้ อะไรมากกว่า,"['คุย', 'เสา', 'ไฟฟ้า']",0,-1
รัฐบาลกำลังหาเสียงอยู่ ไม่ว่างทำแบบนั้น,"['รัฐบาล', 'หาเสียง', 'ว่าง', 'ทำ']",1,1
เห็นด้วยค่ะหมอ ล้านไลค์ไปเลยยยย,['หมอ'],3,1
ร่วมแชร์นะคะ,['แชร์'],0,-1
รัฐบาลโจร,['รัฐบาล'],0,-1
แบบอย่างมีเยอะแยะ แค่ไม่ทำ,['ทำ'],1,1
คุณหมอคะขอ # สนับสนุนไอเดียคุณหมอหน่อยค่ะ,"['คุณหมอ', 'สนับสนุน', 'หมอ']",3,1
เห็นด้วยอย่างยิ่งค่ะคุณหมอ,['หมอ'],3,1
รถล้านคัน 555    กูจำได้,"['รถ', 'ล้าน', 'คัน']",2,1
😁 ขออนุญาตแชร์นะครับคุณหมอ🙏🙏,"['อนุญาต', 'แชร์', 'คุณหมอ']",0,-1
ใกล้เลือกตั้งเกรงใจปชช.มาก,"['เลือกตั้ง', 'ปชช']",0,-1
ถึงเวลารึยัง อยากถามรัฐบาลจริงๆ,"['เวลา', 'ถาม', 'รัฐบาล']",0,-1
อยุ่ลาดพร้าว55ค่ะ,[],0,-1
จริงๆ ทำไม ไม่จริงจัง 😷,[],0,-1
รัฐเผด็จการทหาร​ ทำเป็น อย่าง​ ซื้ออาวุธ,"['รัฐ', 'ทหาร', 'ทำ', 'ซื้อ']",1,1
ขออนุญาตแชร์นะคะ,"['อนุญาต', 'แชร์']",0,-1
สิงคโปร์ปลูกใบพลูง่ายๆนี่แหละดูดฝุ่น,"['สิงคโปร์', 'ปลูก', 'ใบ', 'พลู', 'ดูด', 'ฝุ่น']",0,-1
อยากให้รร หยุดจริงๆนะคะ,"['รร', 'หยุด']",5,1
จริงมากค่ะ ทำไมรัฐดูเอื่อยๆเฉื่อยๆ,"['รัฐ', 'ดู']",0,-1
เช้านี้พอเปิดหน้าต่าง .นำ้มูกน้ำตาไหลพรากเลยค่ะ,"['เช้า', 'หน้าต่าง', 'มูก', 'น้ำ', 'ตา', 'ไหล']",0,-1
ถ้าเขาจะรับฟังก็คงดีอ่ะนะ,"['รับฟัง', 'ดี', 'อ่ะ']",0,-1
ระวังรถทหาร จอดหน้าบ้านน่ะครับ,"['ระวัง', 'รถ', 'ทหาร', 'จอด', 'หน้า', 'บ้าน']",2,1
เป็นกำลังใจให้คนเมืองกรุงฯนะคะ,"['กำลังใจ', 'คน', 'เมือง']",6,1
ขออนุญาตแชร์ค่ะ,"['อนุญาต', 'แชร์']",0,-1
ขออนุญาตแชร์หน่อยน่ะค่ะคุณหมอ,"['อนุญาต', 'แชร์', 'หมอ']",3,1
เชียงใหม่เป็นมา 10 ปี ละครับ ยังแก้ไม่ได้เลย,"['เชียงใหม่', 'ปี', 'แก้']",0,-1
ขอshare นะจ๊ะ ตรงใจมาก,[],0,-1
เห็นด้วยกับคุณหมอค่ะ,['หมอ'],3,1
นานๆ หมอจะปี๊ดด,['หมอ'],3,1
ลูกสาวป่วยเลยคะ น่ากลัวมากๆ,"['ลูก', 'สาว', 'ป่วย', 'กลัว']",0,-1
หน้ากากก็ขาดตลาดฝากคนอื่นซื้อก็เก็บภาษี แล้วจะช่วยกันยังไงดี,"['หน้ากาก', 'ฝาก', 'คน', 'ซื้อ', 'ภาษี', 'ดี']",6,1
แล้วยังอดทนกันอยู่ได้..หยิบนกหวีดมาเป่ากัน..คนกทม.,"['คน', 'กทม']",6,1
ขออนุญาตแชร์ค่ะคุณหมอ,"['อนุญาต', 'แชร์', 'คุณหมอ']",0,-1
รร.ลูกไม่หยุด เช้าๆ ให้มานั่งทำกิจกรรมกันอีก,"['รรลูก', 'หยุด', 'เช้า', 'นั่ง', 'ทำ', 'กิจกรรม']",1,1
นั่นแหละวิสัยทัศน์  เลือกตั้งก็คิดกันเยอะๆหน่อยละกัน,"['วิสัยทัศน์', 'เลือกตั้ง']",0,-1
จริงมากๆเลยค่ะคุณหมอ ขอshareค่ะ,['หมอ'],3,1
เห็นด้วยกับคุณหมอค่ะ,['หมอ'],3,1
ใช่เลยครับ,[],0,-1
ยุทธศาสตร์ผังเมือง20ปีก่อน ผิดพลาด ไปมากค่ะ,"['เมือง', 'ปี']",0,-1
ใช่ๆสั่งปิดภาคเรียนเลย,"['สั่ง', 'เรียน']",0,-1
เข้า กทม.2วันแสบคอสุดๆ ป่วยค่ะ,"['แสบ', 'คอ', 'ป่วย']",0,-1
+1,[],0,-1
ต้องดูแล ตัวเอง ตามที่นายกตู่ว่าไว้นะ,"['ดูแล', 'ตัว', 'นายก']",0,-1
เห็นด้วย​อย่างมาก,[],0,-1
ขออนุญาตแชร์น่ะครับคุณหมอ,"['อนุญาต', 'แชร์', 'หมอ']",3,1
เห็นด้วยกับคุณหมอทุกข้อเลยคะ,"['หมอ', 'ข้อ']",3,1
กม.จอดรถให้ดับเครื่องมี แต่ไม่มีใครปฏิบัต,"['จอด', 'รถ', 'ดับ', 'เครื่อง']",2,1
ฝุ่นเยอะจริงค่ะ​ หนูไม่สบายเลยค่ะหมอ,"['ฝุ่น', 'หมอ']",3,1
https//www.posttoday.com/social/general/577217,[],0,-1
แล้วคือตลกมากเข้าแถวออกกำลังกาย พร้อมสูดอากาศพิษ หูยย..นะคะ,"['ตลก', 'แถว', 'สูด', 'อากาศ', 'พิษ']",0,-1
